epi_week,disease,no._of_cases
2013-W39,Campylobacterenterosis,6
2013-W39,Chikungunya Fever,32
2013-W39,Cholera,0
2013-W39,Dengue Fever,402
2013-W39,Dengue Haemorrhagic Fever,4
2013-W39,Diphtheria,0
2013-W39,Encephalitis,0
2013-W39,Haemophilus influenzae type b,0
2013-W39,"Hand, Foot Mouth Disease",1108
2013-W39,Legionellosis,0
2013-W39,Malaria,5
2013-W39,Measles,6
2013-W39,Melioidosis,1
2013-W39,Meningococcal Infection,0
2013-W39,Mumps,2
2013-W39,Nipah virus infection,0
2013-W39,Paratyphoid,0
2013-W39,Pertussis,2
2013-W39,Plague,0
2013-W39,Pneumococcal Disease (invasive),1
2013-W39,Poliomyelitis,0
2013-W39,Rubella,1
2013-W39,Salmonellosis(non-enteric fevers),53
2013-W39,SARS,0
2013-W39,Typhoid,0
2013-W39,Viral Hepatitis A,2
2013-W39,Viral Hepatitis E,0
2013-W39,Yellow Fever,0
2013-W40,Acute Viral hepatitis B,2
2013-W40,Acute Viral hepatitis C,0
2013-W40,Avian Influenza,0
2013-W40,Campylobacterenterosis,5
2013-W40,Chikungunya Fever,17
2013-W40,Cholera,1
2013-W40,Dengue Fever,439
2013-W40,Dengue Haemorrhagic Fever,2
2013-W40,Diphtheria,0
2013-W40,Encephalitis,0
2013-W40,Haemophilus influenzae type b,0
2013-W40,"Hand, Foot Mouth Disease",1077
2013-W40,Legionellosis,0
2013-W40,Malaria,2
2013-W40,Measles,0
2013-W40,Melioidosis,3
2013-W40,Meningococcal Infection,0
2013-W40,Mumps,4
2013-W40,Nipah virus infection,0
2013-W40,Paratyphoid,0
2013-W40,Pertussis,2
2013-W40,Plague,0
2013-W40,Pneumococcal Disease (invasive),5
2013-W40,Poliomyelitis,0
2013-W40,Rubella,2
2013-W40,Salmonellosis(non-enteric fevers),65
2013-W40,SARS,0
2013-W40,Typhoid,2
2013-W40,Viral Hepatitis A,0
2013-W40,Viral Hepatitis E,0
2013-W40,Yellow Fever,0
2013-W41,Acute Viral hepatitis B,1
2013-W41,Acute Viral hepatitis C,0
2013-W41,Avian Influenza,0
2013-W41,Campylobacterenterosis,10
2013-W41,Chikungunya Fever,23
2013-W41,Cholera,0
2013-W41,Dengue Fever,435
2013-W41,Dengue Haemorrhagic Fever,3
2013-W41,Diphtheria,0
2013-W41,Encephalitis,0
2013-W41,Haemophilus influenzae type b,0
2013-W41,"Hand, Foot Mouth Disease",1247
2013-W41,Legionellosis,0
2013-W41,Malaria,0
2013-W41,Measles,2
2013-W41,Melioidosis,0
2013-W41,Meningococcal Infection,0
2013-W41,Mumps,9
2013-W41,Nipah virus infection,0
2013-W41,Paratyphoid,1
2013-W41,Pertussis,0
2013-W41,Plague,0
2013-W41,Pneumococcal Disease (invasive),0
2013-W41,Poliomyelitis,0
2013-W41,Rubella,2
2013-W41,Salmonellosis(non-enteric fevers),46
2013-W41,SARS,0
2013-W41,Typhoid,1
2013-W41,Viral Hepatitis A,0
2013-W41,Viral Hepatitis E,0
2013-W41,Yellow Fever,0
2013-W42,Acute Viral hepatitis B,2
2013-W42,Acute Viral hepatitis C,0
2013-W42,Avian Influenza,0
2013-W42,Campylobacterenterosis,0
2013-W42,Chikungunya Fever,16
2013-W42,Cholera,0
2013-W42,Dengue Fever,371
2013-W42,Dengue Haemorrhagic Fever,3
2013-W42,Diphtheria,0
2013-W42,Encephalitis,1
2013-W42,Haemophilus influenzae type b,2
2013-W42,"Hand, Foot Mouth Disease",1147
2013-W42,Legionellosis,0
2013-W42,Malaria,0
2013-W42,Measles,2
2013-W42,Melioidosis,0
2013-W42,Meningococcal Infection,0
2013-W42,Mumps,4
2013-W42,Nipah virus infection,0
2013-W42,Paratyphoid,1
2013-W42,Pertussis,0
2013-W42,Plague,0
2013-W42,Pneumococcal Disease (invasive),1
2013-W42,Poliomyelitis,0
2013-W42,Rubella,0
2013-W42,Salmonellosis(non-enteric fevers),39
2013-W42,SARS,0
2013-W42,Typhoid,1
2013-W42,Viral Hepatitis A,1
2013-W42,Viral Hepatitis E,1
2013-W42,Yellow Fever,0
2013-W43,Acute Viral hepatitis B,0
2013-W43,Acute Viral hepatitis C,0
2013-W43,Avian Influenza,0
2013-W43,Campylobacterenterosis,9
2013-W43,Chikungunya Fever,21
2013-W43,Cholera,1
2013-W43,Dengue Fever,495
2013-W43,Dengue Haemorrhagic Fever,0
2013-W43,Diphtheria,0
2013-W43,Encephalitis,0
2013-W43,Haemophilus influenzae type b,0
2013-W43,"Hand, Foot Mouth Disease",1029
2013-W43,Legionellosis,1
2013-W43,Malaria,1
2013-W43,Measles,3
2013-W43,Melioidosis,0
2013-W43,Meningococcal Infection,0
2013-W43,Mumps,3
2013-W43,Nipah virus infection,0
2013-W43,Paratyphoid,1
2013-W43,Pertussis,0
2013-W43,Plague,0
2013-W43,Pneumococcal Disease (invasive),4
2013-W43,Poliomyelitis,0
2013-W43,Rubella,1
2013-W43,Salmonellosis(non-enteric fevers),37
2013-W43,SARS,0
2013-W43,Typhoid,1
2013-W43,Viral Hepatitis A,1
2013-W43,Viral Hepatitis E,1
2013-W43,Yellow Fever,0
2013-W44,Acute Viral hepatitis B,2
2013-W44,Acute Viral hepatitis C,0
2013-W44,Avian Influenza,0
2013-W44,Campylobacterenterosis,6
2013-W44,Chikungunya Fever,22
2013-W44,Cholera,0
2013-W44,Dengue Fever,457
2013-W44,Dengue Haemorrhagic Fever,1
2013-W44,Diphtheria,0
2013-W44,Encephalitis,2
2013-W44,Haemophilus influenzae type b,0
2013-W44,"Hand, Foot Mouth Disease",914
2013-W44,Legionellosis,0
2013-W44,Malaria,0
2013-W44,Measles,2
2013-W44,Melioidosis,1
2013-W44,Meningococcal Infection,0
2013-W44,Mumps,6
2013-W44,Nipah virus infection,0
2013-W44,Paratyphoid,0
2013-W44,Pertussis,0
2013-W44,Plague,0
2013-W44,Pneumococcal Disease (invasive),4
2013-W44,Poliomyelitis,0
2013-W44,Rubella,1
2013-W44,Salmonellosis(non-enteric fevers),27
2013-W44,SARS,0
2013-W44,Typhoid,0
2013-W44,Viral Hepatitis A,7
2013-W44,Viral Hepatitis E,0
2013-W44,Yellow Fever,0
2013-W45,Acute Viral hepatitis B,1
2013-W45,Acute Viral hepatitis C,0
2013-W45,Avian Influenza,0
2013-W45,Campylobacterenterosis,7
2013-W45,Chikungunya Fever,31
2013-W45,Cholera,0
2013-W45,Dengue Fever,401
2013-W45,Dengue Haemorrhagic Fever,1
2013-W45,Diphtheria,0
2013-W45,Encephalitis,1
2013-W45,Haemophilus influenzae type b,1
2013-W45,"Hand, Foot Mouth Disease",1002
2013-W45,Legionellosis,1
2013-W45,Malaria,2
2013-W45,Measles,4
2013-W45,Melioidosis,1
2013-W45,Meningococcal Infection,0
2013-W45,Mumps,4
2013-W45,Nipah virus infection,0
2013-W45,Paratyphoid,1
2013-W45,Pertussis,0
2013-W45,Plague,0
2013-W45,Pneumococcal Disease (invasive),3
2013-W45,Poliomyelitis,0
2013-W45,Rubella,1
2013-W45,Salmonellosis(non-enteric fevers),46
2013-W45,SARS,0
2013-W45,Typhoid,0
2013-W45,Viral Hepatitis A,2
2013-W45,Viral Hepatitis E,0
2013-W45,Yellow Fever,0
2013-W46,Acute Viral hepatitis B,1
2013-W46,Acute Viral hepatitis C,0
2013-W46,Avian Influenza,0
2013-W46,Campylobacterenterosis,12
2013-W46,Chikungunya Fever,23
2013-W46,Cholera,0
2013-W46,Dengue Fever,442
2013-W46,Dengue Haemorrhagic Fever,2
2013-W46,Diphtheria,0
2013-W46,Encephalitis,0
2013-W46,Haemophilus influenzae type b,0
2013-W46,"Hand, Foot Mouth Disease",849
2013-W46,Legionellosis,0
2013-W46,Malaria,1
2013-W46,Measles,0
2013-W46,Melioidosis,4
2013-W46,Meningococcal Infection,0
2013-W46,Mumps,10
2013-W46,Nipah virus infection,0
2013-W46,Paratyphoid,0
2013-W46,Pertussis,1
2013-W46,Plague,0
2013-W46,Pneumococcal Disease (invasive),1
2013-W46,Poliomyelitis,0
2013-W46,Rubella,1
2013-W46,Salmonellosis(non-enteric fevers),26
2013-W46,SARS,0
2013-W46,Typhoid,1
2013-W46,Viral Hepatitis A,3
2013-W46,Viral Hepatitis E,0
2013-W46,Yellow Fever,0
2013-W47,Acute Viral hepatitis B,2
2013-W47,Acute Viral hepatitis C,0
2013-W47,Avian Influenza,0
2013-W47,Campylobacterenterosis,8
2013-W47,Chikungunya Fever,36
2013-W47,Cholera,0
2013-W47,Dengue Fever,365
2013-W47,Dengue Haemorrhagic Fever,0
2013-W47,Diphtheria,0
2013-W47,Encephalitis,1
2013-W47,Haemophilus influenzae type b,0
2013-W47,"Hand, Foot Mouth Disease",740
2013-W47,Legionellosis,0
2013-W47,Malaria,2
2013-W47,Measles,1
2013-W47,Melioidosis,0
2013-W47,Meningococcal Infection,0
2013-W47,Mumps,11
2013-W47,Nipah virus infection,0
2013-W47,Paratyphoid,0
2013-W47,Pertussis,0
2013-W47,Plague,0
2013-W47,Pneumococcal Disease (invasive),9
2013-W47,Poliomyelitis,0
2013-W47,Rubella,1
2013-W47,Salmonellosis(non-enteric fevers),29
2013-W47,SARS,0
2013-W47,Typhoid,1
2013-W47,Viral Hepatitis A,1
2013-W47,Viral Hepatitis E,3
2013-W47,Yellow Fever,0
2013-W48,Acute Viral hepatitis B,0
2013-W48,Acute Viral hepatitis C,0
2013-W48,Avian Influenza,0
2013-W48,Campylobacterenterosis,6
2013-W48,Chikungunya Fever,27
2013-W48,Cholera,0
2013-W48,Dengue Fever,372
2013-W48,Dengue Haemorrhagic Fever,0
2013-W48,Diphtheria,0
2013-W48,Encephalitis,1
2013-W48,Haemophilus influenzae type b,0
2013-W48,"Hand, Foot Mouth Disease",607
2013-W48,Legionellosis,0
2013-W48,Malaria,3
2013-W48,Measles,0
2013-W48,Melioidosis,0
2013-W48,Meningococcal Infection,0
2013-W48,Mumps,6
2013-W48,Nipah virus infection,0
2013-W48,Paratyphoid,0
2013-W48,Pertussis,0
2013-W48,Plague,0
2013-W48,Pneumococcal Disease (invasive),3
2013-W48,Poliomyelitis,0
2013-W48,Rubella,1
2013-W48,Salmonellosis(non-enteric fevers),45
2013-W48,SARS,0
2013-W48,Typhoid,2
2013-W48,Viral Hepatitis A,1
2013-W48,Viral Hepatitis E,0
2013-W48,Yellow Fever,0
2013-W49,Acute Viral hepatitis B,1
2013-W49,Acute Viral hepatitis C,0
2013-W49,Avian Influenza,0
2013-W49,Campylobacterenterosis,8
2013-W49,Chikungunya Fever,32
2013-W49,Cholera,0
2013-W49,Dengue Fever,347
2013-W49,Dengue Haemorrhagic Fever,0
2013-W49,Diphtheria,0
2013-W49,Encephalitis,2
2013-W49,Haemophilus influenzae type b,0
2013-W49,"Hand, Foot Mouth Disease",628
2013-W49,Legionellosis,3
2013-W49,Malaria,1
2013-W49,Measles,1
2013-W49,Melioidosis,0
2013-W49,Meningococcal Infection,0
2013-W49,Mumps,9
2013-W49,Nipah virus infection,0
2013-W49,Paratyphoid,0
2013-W49,Pertussis,0
2013-W49,Plague,0
2013-W49,Pneumococcal Disease (invasive),7
2013-W49,Poliomyelitis,0
2013-W49,Rubella,2
2013-W49,Salmonellosis(non-enteric fevers),27
2013-W49,SARS,0
2013-W49,Typhoid,1
2013-W49,Viral Hepatitis A,4
2013-W49,Viral Hepatitis E,2
2013-W49,Yellow Fever,0
2013-W50,Acute Viral hepatitis B,0
2013-W50,Acute Viral hepatitis C,0
2013-W50,Avian Influenza,0
2013-W50,Campylobacterenterosis,8
2013-W50,Chikungunya Fever,23
2013-W50,Cholera,0
2013-W50,Dengue Fever,380
2013-W50,Dengue Haemorrhagic Fever,1
2013-W50,Diphtheria,0
2013-W50,Encephalitis,0
2013-W50,Haemophilus influenzae type b,0
2013-W50,"Hand, Foot Mouth Disease",575
2013-W50,Legionellosis,2
2013-W50,Malaria,1
2013-W50,Measles,0
2013-W50,Melioidosis,0
2013-W50,Meningococcal Infection,1
2013-W50,Mumps,4
2013-W50,Nipah virus infection,0
2013-W50,Paratyphoid,0
2013-W50,Pertussis,0
2013-W50,Plague,0
2013-W50,Pneumococcal Disease (invasive),4
2013-W50,Poliomyelitis,0
2013-W50,Rubella,0
2013-W50,Salmonellosis(non-enteric fevers),33
2013-W50,SARS,0
2013-W50,Typhoid,0
2013-W50,Viral Hepatitis A,6
2013-W50,Viral Hepatitis E,1
2013-W50,Yellow Fever,0
2013-W51,Acute Viral hepatitis B,2
2013-W51,Acute Viral hepatitis C,0
2013-W51,Avian Influenza,0
2013-W51,Campylobacterenterosis,14
2013-W51,Chikungunya Fever,33
2013-W51,Cholera,0
2013-W51,Dengue Fever,371
2013-W51,Dengue Haemorrhagic Fever,0
2013-W51,Diphtheria,0
2013-W51,Encephalitis,0
2013-W51,Haemophilus influenzae type b,0
2013-W51,"Hand, Foot Mouth Disease",542
2013-W51,Legionellosis,0
2013-W51,Malaria,1
2013-W51,Measles,2
2013-W51,Melioidosis,0
2013-W51,Meningococcal Infection,0
2013-W51,Mumps,10
2013-W51,Nipah virus infection,0
2013-W51,Paratyphoid,2
2013-W51,Pertussis,0
2013-W51,Plague,0
2013-W51,Pneumococcal Disease (invasive),4
2013-W51,Poliomyelitis,0
2013-W51,Rubella,0
2013-W51,Salmonellosis(non-enteric fevers),28
2013-W51,SARS,0
2013-W51,Typhoid,1
2013-W51,Viral Hepatitis A,0
2013-W51,Viral Hepatitis E,0
2013-W51,Yellow Fever,0
2013-W52,Acute Viral hepatitis B,1
2013-W52,Acute Viral hepatitis C,0
2013-W52,Avian Influenza,0
2013-W52,Campylobacterenterosis,6
2013-W52,Chikungunya Fever,20
2013-W52,Cholera,0
2013-W52,Dengue Fever,414
2013-W52,Dengue Haemorrhagic Fever,0
2013-W52,Diphtheria,0
2013-W52,Encephalitis,0
2013-W52,Haemophilus influenzae type b,0
2013-W52,"Hand, Foot Mouth Disease",363
2013-W52,Legionellosis,2
2013-W52,Malaria,3
2013-W52,Measles,3
2013-W52,Melioidosis,1
2013-W52,Meningococcal Infection,0
2013-W52,Mumps,9
2013-W52,Nipah virus infection,0
2013-W52,Paratyphoid,1
2013-W52,Pertussis,0
2013-W52,Plague,0
2013-W52,Pneumococcal Disease (invasive),4
2013-W52,Poliomyelitis,0
2013-W52,Rubella,0
2013-W52,Salmonellosis(non-enteric fevers),20
2013-W52,SARS,0
2013-W52,Typhoid,3
2013-W52,Viral Hepatitis A,0
2013-W52,Viral Hepatitis E,1
2013-W52,Yellow Fever,0
2014-W01,Acute Viral hepatitis B,0
2014-W01,Acute Viral hepatitis C,0
2014-W01,Avian Influenza,0
2014-W01,Campylobacterenterosis,10
2014-W01,Chikungunya Fever,19
2014-W01,Cholera,0
2014-W01,Dengue Fever,436
2014-W01,Dengue Haemorrhagic Fever,1
2014-W01,Diphtheria,0
2014-W01,Encephalitis,0
2014-W01,Haemophilus influenzae type b,0
2014-W01,"Hand, Foot Mouth Disease",345
2014-W01,Legionellosis,0
2014-W01,Malaria,1
2014-W01,Measles,5
2014-W01,Melioidosis,1
2014-W01,Meningococcal Infection,0
2014-W01,Mumps,7
2014-W01,Nipah virus infection,0
2014-W01,Paratyphoid,0
2014-W01,Pertussis,0
2014-W01,Plague,0
2014-W01,Pneumococcal Disease (invasive),3
2014-W01,Poliomyelitis,0
2014-W01,Rubella,0
2014-W01,Salmonellosis(non-enteric fevers),22
2014-W01,SARS,0
2014-W01,Typhoid,4
2014-W01,Viral Hepatitis A,1
2014-W01,Viral Hepatitis E,2
2014-W01,Yellow Fever,0
2014-W02,Acute Viral hepatitis B,2
2014-W02,Acute Viral hepatitis C,0
2014-W02,Avian Influenza,0
2014-W02,Campylobacterenterosis,10
2014-W02,Chikungunya Fever,29
2014-W02,Cholera,0
2014-W02,Dengue Fever,479
2014-W02,Dengue Haemorrhagic Fever,0
2014-W02,Diphtheria,0
2014-W02,Encephalitis,2
2014-W02,Haemophilus influenzae type b,0
2014-W02,"Hand, Foot Mouth Disease",346
2014-W02,Legionellosis,2
2014-W02,Malaria,1
2014-W02,Measles,2
2014-W02,Melioidosis,0
2014-W02,Meningococcal Infection,0
2014-W02,Mumps,14
2014-W02,Nipah virus infection,0
2014-W02,Paratyphoid,0
2014-W02,Pertussis,1
2014-W02,Plague,0
2014-W02,Pneumococcal Disease (invasive),0
2014-W02,Poliomyelitis,0
2014-W02,Rubella,0
2014-W02,Salmonellosis(non-enteric fevers),38
2014-W02,SARS,0
2014-W02,Typhoid,0
2014-W02,Viral Hepatitis A,4
2014-W02,Viral Hepatitis E,0
2014-W02,Yellow Fever,0
2014-W03,Acute Viral hepatitis B,0
2014-W03,Acute Viral hepatitis C,0
2014-W03,Avian Influenza,0
2014-W03,Campylobacterenterosis,5
2014-W03,Chikungunya Fever,20
2014-W03,Cholera,0
2014-W03,Dengue Fever,401
2014-W03,Dengue Haemorrhagic Fever,0
2014-W03,Diphtheria,0
2014-W03,Encephalitis,0
2014-W03,Haemophilus influenzae type b,0
2014-W03,"Hand, Foot Mouth Disease",387
2014-W03,Legionellosis,1
2014-W03,Malaria,2
2014-W03,Measles,15
2014-W03,Melioidosis,1
2014-W03,Meningococcal Infection,0
2014-W03,Mumps,14
2014-W03,Nipah virus infection,0
2014-W03,Paratyphoid,0
2014-W03,Pertussis,1
2014-W03,Plague,0
2014-W03,Pneumococcal Disease (invasive),3
2014-W03,Poliomyelitis,0
2014-W03,Rubella,0
2014-W03,Salmonellosis(non-enteric fevers),27
2014-W03,SARS,0
2014-W03,Typhoid,2
2014-W03,Viral Hepatitis A,5
2014-W03,Viral Hepatitis E,0
2014-W03,Yellow Fever,0
2014-W04,Acute Viral hepatitis B,1
2014-W04,Acute Viral hepatitis C,0
2014-W04,Avian Influenza,0
2014-W04,Campylobacterenterosis,5
2014-W04,Chikungunya Fever,17
2014-W04,Cholera,0
2014-W04,Dengue Fever,336
2014-W04,Dengue Haemorrhagic Fever,0
2014-W04,Diphtheria,0
2014-W04,Encephalitis,1
2014-W04,Haemophilus influenzae type b,1
2014-W04,"Hand, Foot Mouth Disease",366
2014-W04,Legionellosis,0
2014-W04,Malaria,1
2014-W04,Measles,8
2014-W04,Melioidosis,0
2014-W04,Meningococcal Infection,0
2014-W04,Mumps,10
2014-W04,Nipah virus infection,0
2014-W04,Paratyphoid,0
2014-W04,Pertussis,0
2014-W04,Plague,0
2014-W04,Pneumococcal Disease (invasive),3
2014-W04,Poliomyelitis,0
2014-W04,Rubella,2
2014-W04,Salmonellosis(non-enteric fevers),32
2014-W04,SARS,0
2014-W04,Typhoid,2
2014-W04,Viral Hepatitis A,2
2014-W04,Viral Hepatitis E,1
2014-W04,Yellow Fever,0
2014-W05,Acute Viral hepatitis B,1
2014-W05,Acute Viral hepatitis C,0
2014-W05,Avian Influenza,0
2014-W05,Campylobacterenterosis,10
2014-W05,Chikungunya Fever,13
2014-W05,Cholera,0
2014-W05,Dengue Fever,234
2014-W05,Dengue Haemorrhagic Fever,0
2014-W05,Diphtheria,0
2014-W05,Encephalitis,0
2014-W05,Haemophilus influenzae type b,0
2014-W05,"Hand, Foot Mouth Disease",214
2014-W05,Legionellosis,1
2014-W05,Malaria,0
2014-W05,Measles,3
2014-W05,Melioidosis,0
2014-W05,Meningococcal Infection,0
2014-W05,Mumps,5
2014-W05,Nipah virus infection,0
2014-W05,Paratyphoid,1
2014-W05,Pertussis,0
2014-W05,Plague,0
2014-W05,Pneumococcal Disease (invasive),3
2014-W05,Poliomyelitis,0
2014-W05,Rubella,0
2014-W05,Salmonellosis(non-enteric fevers),25
2014-W05,SARS,0
2014-W05,Typhoid,1
2014-W05,Viral Hepatitis A,2
2014-W05,Viral Hepatitis E,0
2014-W05,Yellow Fever,0
2014-W06,Acute Viral hepatitis B,1
2014-W06,Acute Viral hepatitis C,0
2014-W06,Avian Influenza,0
2014-W06,Campylobacterenterosis,8
2014-W06,Chikungunya Fever,9
2014-W06,Cholera,0
2014-W06,Dengue Fever,273
2014-W06,Dengue Haemorrhagic Fever,1
2014-W06,Diphtheria,0
2014-W06,Encephalitis,2
2014-W06,Haemophilus influenzae type b,0
2014-W06,"Hand, Foot Mouth Disease",312
2014-W06,Legionellosis,0
2014-W06,Malaria,0
2014-W06,Measles,7
2014-W06,Melioidosis,1
2014-W06,Meningococcal Infection,1
2014-W06,Mumps,12
2014-W06,Nipah virus infection,0
2014-W06,Paratyphoid,1
2014-W06,Pertussis,0
2014-W06,Plague,0
2014-W06,Pneumococcal Disease (invasive),4
2014-W06,Poliomyelitis,0
2014-W06,Rubella,0
2014-W06,Salmonellosis(non-enteric fevers),26
2014-W06,SARS,0
2014-W06,Typhoid,0
2014-W06,Viral Hepatitis A,3
2014-W06,Viral Hepatitis E,0
2014-W06,Yellow Fever,0
2014-W07,Acute Viral hepatitis B,0
2014-W07,Acute Viral hepatitis C,1
2014-W07,Avian Influenza,0
2014-W07,Campylobacterenterosis,5
2014-W07,Chikungunya Fever,9
2014-W07,Cholera,0
2014-W07,Dengue Fever,369
2014-W07,Dengue Haemorrhagic Fever,0
2014-W07,Diphtheria,0
2014-W07,Encephalitis,3
2014-W07,Haemophilus influenzae type b,1
2014-W07,"Hand, Foot Mouth Disease",329
2014-W07,Legionellosis,0
2014-W07,Malaria,0
2014-W07,Measles,6
2014-W07,Melioidosis,0
2014-W07,Meningococcal Infection,0
2014-W07,Mumps,10
2014-W07,Nipah virus infection,0
2014-W07,Paratyphoid,0
2014-W07,Pertussis,0
2014-W07,Plague,0
2014-W07,Pneumococcal Disease (invasive),3
2014-W07,Poliomyelitis,0
2014-W07,Rubella,0
2014-W07,Salmonellosis(non-enteric fevers),30
2014-W07,SARS,0
2014-W07,Typhoid,1
2014-W07,Viral Hepatitis A,3
2014-W07,Viral Hepatitis E,1
2014-W07,Yellow Fever,0
2014-W08,Acute Viral hepatitis B,0
2014-W08,Acute Viral hepatitis C,0
2014-W08,Avian Influenza,0
2014-W08,Campylobacterenterosis,9
2014-W08,Chikungunya Fever,12
2014-W08,Cholera,0
2014-W08,Dengue Fever,193
2014-W08,Dengue Haemorrhagic Fever,1
2014-W08,Diphtheria,0
2014-W08,Encephalitis,1
2014-W08,Haemophilus influenzae type b,0
2014-W08,"Hand, Foot Mouth Disease",371
2014-W08,Legionellosis,1
2014-W08,Malaria,0
2014-W08,Measles,8
2014-W08,Melioidosis,0
2014-W08,Meningococcal Infection,0
2014-W08,Mumps,11
2014-W08,Nipah virus infection,0
2014-W08,Paratyphoid,0
2014-W08,Pertussis,0
2014-W08,Plague,0
2014-W08,Pneumococcal Disease (invasive),2
2014-W08,Poliomyelitis,0
2014-W08,Rubella,2
2014-W08,Salmonellosis(non-enteric fevers),21
2014-W08,SARS,0
2014-W08,Typhoid,0
2014-W08,Viral Hepatitis A,2
2014-W08,Viral Hepatitis E,1
2014-W08,Yellow Fever,0
2014-W09,Acute Viral hepatitis B,3
2014-W09,Acute Viral hepatitis C,0
2014-W09,Avian Influenza,0
2014-W09,Campylobacterenterosis,12
2014-W09,Chikungunya Fever,3
2014-W09,Cholera,0
2014-W09,Dengue Fever,186
2014-W09,Dengue Haemorrhagic Fever,1
2014-W09,Diphtheria,0
2014-W09,Encephalitis,1
2014-W09,Haemophilus influenzae type b,1
2014-W09,"Hand, Foot Mouth Disease",331
2014-W09,Legionellosis,2
2014-W09,Malaria,0
2014-W09,Measles,8
2014-W09,Melioidosis,0
2014-W09,Meningococcal Infection,0
2014-W09,Mumps,14
2014-W09,Nipah virus infection,0
2014-W09,Paratyphoid,0
2014-W09,Pertussis,0
2014-W09,Plague,0
2014-W09,Pneumococcal Disease (invasive),4
2014-W09,Poliomyelitis,0
2014-W09,Rubella,0
2014-W09,Salmonellosis(non-enteric fevers),23
2014-W09,SARS,0
2014-W09,Typhoid,2
2014-W09,Viral Hepatitis A,2
2014-W09,Viral Hepatitis E,1
2014-W09,Yellow Fever,0
2014-W10,Acute Viral hepatitis B,0
2014-W10,Acute Viral hepatitis C,0
2014-W10,Avian Influenza,0
2014-W10,Campylobacterenterosis,3
2014-W10,Chikungunya Fever,3
2014-W10,Cholera,0
2014-W10,Dengue Fever,209
2014-W10,Dengue Haemorrhagic Fever,1
2014-W10,Diphtheria,0
2014-W10,Encephalitis,0
2014-W10,Haemophilus influenzae type b,0
2014-W10,"Hand, Foot Mouth Disease",321
2014-W10,Legionellosis,0
2014-W10,Malaria,0
2014-W10,Measles,5
2014-W10,Melioidosis,1
2014-W10,Meningococcal Infection,0
2014-W10,Mumps,2
2014-W10,Nipah virus infection,0
2014-W10,Paratyphoid,1
2014-W10,Pertussis,0
2014-W10,Plague,0
2014-W10,Pneumococcal Disease (invasive),5
2014-W10,Poliomyelitis,0
2014-W10,Rubella,0
2014-W10,Salmonellosis(non-enteric fevers),22
2014-W10,SARS,0
2014-W10,Typhoid,4
2014-W10,Viral Hepatitis A,1
2014-W10,Viral Hepatitis E,1
2014-W10,Yellow Fever,0
2014-W11,Acute Viral hepatitis B,1
2014-W11,Acute Viral hepatitis C,0
2014-W11,Avian Influenza,0
2014-W11,Campylobacterenterosis,11
2014-W11,Chikungunya Fever,5
2014-W11,Cholera,0
2014-W11,Dengue Fever,224
2014-W11,Dengue Haemorrhagic Fever,1
2014-W11,Diphtheria,0
2014-W11,Encephalitis,0
2014-W11,Haemophilus influenzae type b,0
2014-W11,"Hand, Foot Mouth Disease",309
